customer_id,system_loan_id,loan_number,approved_date,creation_date,loan_amount,loan_total_due,loan_term_days,loan_default,birth_date,bank_account_type,longitude_gps,latitude_gps,bank_name_clients,employment_status_clients,level_of_education_clients,total_loans_number,avg_loan_amount,max_loan_amount,avg_payment_ratio,on_time_ratio,avg_loan_term_days,credit_score,age,approval_time(mins),loan_interest,loan_to_due_ratio,state
8a858e6c5bd3fbff015bd408ac3e067a,301993535,2,2017-07-24 14:37:13,2017-07-24 13:37:06,10000.0,11500.0,15,Bad,1982-08-13,Savings,3.3661119,6.5975949,GT Bank,Permanent,None,1.0,10000.0,10000.0,0.8695652173913043,1.0,15.0,92.77821868710438,43,60.11666666666667,1500.0,0.8695652173913043,Lagos
8a858e705668e16701567f1523211e5a,301985106,15,2017-07-19 08:17:32,2017-07-19 07:17:24,40000.0,44000.0,30,Good,1976-04-22,Savings,3.4296003,6.4530244,Diamond Bank,Permanent,None,14.0,26428.571428571428,40000.0,0.8862989354728744,0.8571428571428571,23.571428571428573,91.48738344799082,49,60.13333333333333,4000.0,0.9090909090909091,Lagos
8a858e7d595026f8015951c0c4a03fae,301959458,10,2017-07-01 21:50:24,2017-07-01 20:50:19,30000.0,34500.0,30,Good,1986-03-24,Savings,7.8876376,8.8351164,Diamond Bank,Permanent,None,9.0,20000.0,30000.0,0.8846858826082339,0.8888888888888888,20.0,93.0589063976496,39,60.083333333333336,4500.0,0.8695652173913043,Nassarawa
8a858e885c17687c015c19eead6338fd,301964283,3,2017-07-05 07:34:08,2017-07-05 06:34:02,10000.0,13000.0,30,Good,1978-03-14,Savings,3.345346,6.5617308,GT Bank,Permanent,None,2.0,10000.0,10000.0,0.7692307692307693,1.0,30.0,92.76260689507573,47,60.1,3000.0,0.7692307692307693,Lagos
8a858e8f5d41c974015d4b7f31865627,302003432,2,2017-07-30 13:26:07,2017-07-30 12:25:59,10000.0,11500.0,15,Bad,1993-09-09,Savings,3.5246642,6.6592427,First Bank,Permanent,None,1.0,10000.0,10000.0,0.8695652173913043,1.0,15.0,92.77821868710438,31,60.13333333333333,1500.0,0.8695652173913043,Lagos
8a858e9b5a195041015a1a602a51519d,301976439,7,2017-07-13 17:38:01,2017-07-13 16:37:55,25000.0,28750.0,30,Good,1983-02-02,Savings,7.1694297,9.2174068,GT Bank,Permanent,None,6.0,13333.333333333334,20000.0,0.8842208109428431,0.6666666666666666,15.0,81.6318962853287,42,60.1,3750.0,0.8695652173913043,Niger
8a858ea555d9e6020155f489c9b237f8,301973446,3,2017-07-11 17:22:01,2017-07-11 16:21:55,10000.0,13000.0,30,Good,1982-05-29,Savings,3.8701435,7.3979258,GT Bank,Permanent,None,2.0,10000.0,10000.0,0.8193979933110368,1.0,22.5,94.30197027444235,43,60.1,3000.0,0.7692307692307693,Oyo
8a858eb05d2d1297015d313b03581809,301999087,2,2017-07-27 16:22:07,2017-07-27 15:22:01,10000.0,13000.0,30,Good,1988-05-02,Savings,3.9809867,7.4239296,GT Bank,Permanent,None,1.0,10000.0,10000.0,0.7692307692307693,1.0,30.0,89.69949192837117,37,60.1,3000.0,0.7692307692307693,Oyo
8a858eb85c1be44c015c1c4b667d25ee,301963210,3,2017-07-04 13:53:57,2017-07-04 12:53:49,10000.0,13000.0,30,Good,1987-10-26,Savings,3.35763,6.668355,GT Bank,Permanent,None,2.0,10000.0,10000.0,0.8193979933110368,1.0,22.5,94.30197027444235,37,60.13333333333333,3000.0,0.7692307692307693,Lagos
8a858ec75bfd77c4015c0d841520351c,301959286,4,2017-07-01 18:36:47,2017-07-01 17:36:40,20000.0,24500.0,30,Good,1992-07-16,Savings,6.8004083,6.1594433,Union Bank,Permanent,None,3.0,10000.0,10000.0,0.8695652173913043,1.0,15.0,97.3096357507255,33,60.11666666666667,4500.0,0.8163265306122449,Anambra
8a858ed35cc5ce51015cc60f40f522b4,301981535,2,2017-07-17 10:33:52,2017-07-17 09:33:45,10000.0,11500.0,15,Good,1984-07-01,Savings,3.2205031,6.5319046,GT Bank,Permanent,None,1.0,10000.0,10000.0,0.8695652173913043,1.0,15.0,92.77821868710438,41,60.11666666666667,1500.0,0.8695652173913043,Lagos
8a858edb5ad79cc6015ad7c9b29415c8,301981500,5,2017-07-17 10:17:01,2017-07-17 09:15:48,20000.0,22250.0,15,Good,1986-08-16,Savings,3.479829,6.4489694,GT Bank,Permanent,None,4.0,12500.0,20000.0,0.806088321616272,0.75,26.25,83.17883215226574,39,61.21666666666667,2250.0,0.898876404494382,Lagos
8a858ee55830c4b90158337542ab18a1,301972649,6,2017-07-11 09:28:30,2017-07-11 08:27:20,10000.0,13000.0,30,Bad,1982-08-08,Savings,3.4179771,6.4411578,GT Bank,Permanent,None,5.0,10000.0,10000.0,0.7692307692307693,0.2,30.0,54.15130334987097,43,61.166666666666664,3000.0,0.7692307692307693,Lagos
8a858eec5ca21dcb015ca2493dee1e2d,301966278,2,2017-07-06 11:39:24,2017-07-06 10:39:18,10000.0,13000.0,30,Good,1991-05-12,Savings,3.259777,6.5532982,UBA,Permanent,None,1.0,10000.0,10000.0,0.7692307692307693,1.0,30.0,89.69949192837117,34,60.1,3000.0,0.7692307692307693,Lagos
8a858ef75997d0180159a695b01e2c4c,301989547,5,2017-07-21 15:43:59,2017-07-21 14:43:53,20000.0,24500.0,30,Good,1976-10-15,Savings,7.4401471,8.9494179,First Bank,Permanent,None,4.0,12500.0,20000.0,0.7810047095761382,1.0,30.0,95.19441853009953,48,60.1,4500.0,0.8163265306122449,Abuja Federal Capital Territory
8a858f03582604ff0158260fcc730548,302001370,10,2017-07-28 21:33:41,2017-07-28 20:33:33,20000.0,24500.0,30,Good,1985-04-30,Other,3.4085368,6.4281638,First Bank,Permanent,Graduate,9.0,13333.333333333334,20000.0,0.817994286895844,0.7777777777777778,25.0,85.33015720462856,40,60.13333333333333,4500.0,0.8163265306122449,Lagos
8a858f085b905684015b906e73a01478,302000465,4,2017-07-28 12:31:10,2017-07-28 11:30:00,20000.0,24500.0,30,Good,1982-07-21,Savings,3.2934205,6.6400639,FCMB,Permanent,None,3.0,10000.0,10000.0,0.7692307692307693,1.0,30.0,94.2309089919923,43,61.166666666666664,4500.0,0.8163265306122449,Lagos
8a858f1955b1c4df0155cd14c5b478ed,302000569,2,2017-07-28 13:17:13,2017-07-28 12:16:00,10000.0,13000.0,30,Good,1982-08-08,Savings,3.4179771,6.4411578,GT Bank,Permanent,None,1.0,10000.0,10000.0,0.8695652173913043,0.0,15.0,41.63714641703604,43,61.21666666666667,3000.0,0.7692307692307693,Lagos
8a858f2656e154de0156e3a87cdc45fb,301982122,5,2017-07-17 15:27:00,2017-07-17 14:26:52,20000.0,22250.0,15,Good,1993-10-18,Other,5.6140915,6.3906691,UBA,Student,None,4.0,15000.0,20000.0,0.792778649921507,0.75,30.0,82.77042962304603,31,60.13333333333333,2250.0,0.898876404494382,Edo
8a858f2e5c699f3a015c6cf27a036477,301959225,2,2017-07-01 17:42:36,2017-07-01 16:42:30,10000.0,13000.0,30,Good,1988-11-15,Savings,3.3594054,6.605609,UBA,Permanent,None,1.0,10000.0,10000.0,0.7692307692307693,1.0,30.0,89.69949192837117,36,60.1,3000.0,0.7692307692307693,Lagos
8a858f335cd0c78e015cd435d7192800,301984674,2,2017-07-18 21:32:19,2017-07-18 20:32:13,10000.0,11500.0,15,Good,1981-07-22,Savings,2.957738,6.5342122,GT Bank,Permanent,None,1.0,10000.0,10000.0,0.8695652173913043,1.0,15.0,92.77821868710438,44,60.1,1500.0,0.8695652173913043,Ogun
8a858f3d5add42e2015ae0ca6cb66b83,301998400,8,2017-07-27 09:34:11,2017-07-27 08:34:05,30000.0,34500.0,30,Good,1982-08-08,Savings,3.4179771,6.4411578,GT Bank,Permanent,None,7.0,17142.85714285714,30000.0,0.8723865448291807,1.0,19.285714285714285,98.34773432603247,43,60.1,4500.0,0.8695652173913043,Lagos
8a858f4655ca643c0155cbc4e13945cc,301965090,15,2017-07-05 15:47:33,2017-07-05 14:47:19,40000.0,44000.0,30,Good,1988-09-24,Other,12.4805166,9.2099548,GT Bank,Permanent,None,14.0,29285.714285714286,40000.0,0.8599650798016495,0.7142857142857143,30.0,83.37347101121921,36,60.233333333333334,4000.0,0.9090909090909091,Adamawa
8a858f4f5511dca201551b73634170b6,301997295,4,2017-07-26 16:15:25,2017-07-26 15:15:18,10000.0,13000.0,30,Good,1982-08-08,Savings,3.4179771,6.4411578,GT Bank,Permanent,None,3.0,10000.0,10000.0,0.8361204013377926,0.0,20.0,45.14232122774609,43,60.11666666666667,3000.0,0.7692307692307693,Lagos
8a858f555cc65d60015cc72de106320c,301974694,2,2017-07-12 14:27:04,2017-07-12 13:26:56,10000.0,13000.0,30,Good,1982-08-08,Savings,3.4179771,6.4411578,GT Bank,Permanent,None,1.0,10000.0,10000.0,0.8695652173913043,1.0,15.0,92.77821868710438,43,60.13333333333333,3000.0,0.7692307692307693,Lagos
8a858f5e599783c0015997c56ef70ffa,302001086,3,2017-07-28 18:03:37,2017-07-28 17:02:26,10000.0,11500.0,15,Good,1976-05-09,Savings,3.30555,6.5103567,GT Bank,Permanent,None,2.0,10000.0,10000.0,0.8695652173913043,1.0,15.0,95.84133365380895,49,61.18333333333333,1500.0,0.8695652173913043,Lagos
8a858f60560bc43d01561d94abd91c48,301991908,4,2017-07-23 13:52:36,2017-07-23 12:52:30,10000.0,11500.0,15,Good,1986-01-30,Savings,3.9036073,7.3393735,GT Bank,Permanent,None,3.0,10000.0,10000.0,0.7692307692307693,1.0,30.0,94.2309089919923,39,60.1,1500.0,0.8695652173913043,Oyo
8a858f6e5aa3c922015aa3d9cba10a74,301983676,5,2017-07-18 12:04:15,2017-07-18 11:04:04,20000.0,22250.0,15,Good,1982-08-08,Savings,3.4179771,6.4411578,GT Bank,Permanent,None,4.0,12500.0,20000.0,0.8768930141670738,0.5,15.0,72.56618082402898,43,60.18333333333333,2250.0,0.898876404494382,Lagos
8a858f785cea234f015cea434e0a09e6,301974590,2,2017-07-12 13:21:08,2017-07-12 12:21:02,10000.0,13000.0,30,Good,1986-11-12,Savings,3.6595105,6.6681408,GT Bank,Permanent,None,1.0,10000.0,10000.0,0.8695652173913043,1.0,15.0,92.77821868710438,38,60.1,3000.0,0.7692307692307693,Lagos
8a858f7e564ad338015654d3a5c242a5,301969110,8,2017-07-08 11:23:48,2017-07-08 10:23:43,30000.0,34500.0,30,Good,1988-05-19,Other,8.6713276,9.0830135,GT Bank,Permanent,None,7.0,14285.714285714286,20000.0,0.7894146669656875,1.0,30.0,95.80177184471235,37,60.083333333333336,4500.0,0.8695652173913043,Nassarawa
8a858f9158aff6a30158b5f2ff887585,301985845,9,2017-07-19 14:55:01,2017-07-19 13:54:53,20000.0,22250.0,15,Good,1974-09-29,Savings,3.5579715,6.4634231,GT Bank,Permanent,None,8.0,17500.0,30000.0,0.8371845976374842,0.875,26.25,90.88671788493396,50,60.13333333333333,2250.0,0.898876404494382,Lagos
8a858f975c4582c4015c550ee4925686,301998392,3,2017-07-27 09:30:55,2017-07-27 08:30:49,10000.0,13000.0,30,Good,1982-08-08,Savings,3.4179771,6.4411578,GT Bank,Permanent,None,2.0,10000.0,10000.0,0.7692307692307693,1.0,30.0,92.76260689507573,43,60.1,3000.0,0.7692307692307693,Lagos
8a858f995a4762a5015a4c25b0ea01c3,301981230,6,2017-07-17 07:53:36,2017-07-17 06:53:30,20000.0,24500.0,30,Good,1962-03-07,Savings,5.3269784,7.799699,Access Bank,Permanent,None,5.0,14000.0,20000.0,0.7928709945516669,1.0,30.0,95.78955304889568,63,60.1,4500.0,0.8163265306122449,Ekiti
8a858fa45bd95e9a015be131cdec35a8,301962952,3,2017-07-04 11:33:25,2017-07-04 10:33:20,10000.0,13000.0,30,Good,1986-04-19,Savings,3.5159825,6.7062641,Zenith Bank,Permanent,None,2.0,10000.0,10000.0,0.8193979933110368,0.5,22.5,68.73143413940817,39,60.083333333333336,3000.0,0.7692307692307693,Lagos
8a858fae5b49223f015b499e1cf9485b,301982904,4,2017-07-18 00:03:50,2017-07-17 23:02:40,10000.0,13000.0,30,Bad,1984-12-22,Savings,3.2643932,6.5667918,GT Bank,Permanent,None,3.0,10000.0,10000.0,0.8361204013377926,0.3333333333333333,20.0,62.18934531776886,40,61.166666666666664,3000.0,0.7692307692307693,Lagos
8a858fb15b34a708015b350c4a1a58d2,301994303,4,2017-07-24 21:45:42,2017-07-24 20:45:34,20000.0,24500.0,30,Good,1986-09-27,Current,3.9074055,6.8171079,UBA,Permanent,None,3.0,10000.0,10000.0,0.7692307692307693,1.0,30.0,94.2309089919923,38,60.13333333333333,4500.0,0.8163265306122449,Ogun
8a858fba5cd5feee015cda4f0fa423b4,301991730,2,2017-07-23 11:02:49,2017-07-23 10:02:28,10000.0,11500.0,15,Good,1985-01-09,Savings,3.3229955,6.6538756,Access Bank,Permanent,None,1.0,10000.0,10000.0,0.8695652173913043,1.0,15.0,92.77821868710438,40,60.35,1500.0,0.8695652173913043,Lagos
8a858fc55b2fde30015b30c9256b43fd,302001637,5,2017-07-29 06:18:10,2017-07-29 05:17:00,20000.0,24500.0,30,Good,1982-08-08,Savings,3.4179771,6.4411578,GT Bank,Permanent,None,4.0,12500.0,20000.0,0.7810047095761382,1.0,30.0,95.19441853009953,43,61.166666666666664,4500.0,0.8163265306122449,Lagos
8a858fcb5ca240f7015ca64a71fa1951,301960154,2,2017-07-02 17:46:44,2017-07-02 16:46:39,10000.0,13000.0,30,Good,1984-02-25,Savings,3.8710285,7.307713,First Bank,Permanent,None,1.0,10000.0,10000.0,0.7692307692307693,1.0,30.0,89.69949192837117,41,60.083333333333336,3000.0,0.7692307692307693,Oyo
8a858fd45a4260bc015a42ac9e89278d,301961250,5,2017-07-03 15:36:32,2017-07-03 14:36:27,20000.0,24500.0,30,Good,1982-08-08,Savings,3.4179771,6.4411578,GT Bank,Permanent,None,4.0,11250.0,15000.0,0.7810047095761382,1.0,30.0,95.19441853009953,43,60.083333333333336,4500.0,0.8163265306122449,Lagos
8a858fd95c3b5bca015c3fcc0b374c3e,301968227,2,2017-07-07 16:17:06,2017-07-07 15:17:00,10000.0,13000.0,30,Good,1987-01-08,Savings,7.4847391,8.9966162,UBA,Permanent,None,1.0,10000.0,10000.0,0.8695652173913043,1.0,15.0,92.77821868710438,38,60.1,3000.0,0.7692307692307693,Abuja Federal Capital Territory
8a85882953bc04f80153c205b75d7403,301990784,8,2017-07-22 13:50:43,2017-07-22 12:50:30,40000.0,48000.0,60,Good,1976-05-04,Savings,3.3427681,6.5094142,GT Bank,Self-Employed,Graduate,7.0,17142.85714285714,30000.0,0.8432921663648737,0.5714285714285714,30.0,75.53738129755709,49,60.21666666666667,8000.0,0.8333333333333334,Lagos
8a8588dc536a14130153753dc8d32698,301961089,17,2017-07-03 13:38:49,2017-07-03 12:38:43,40000.0,44000.0,30,Good,1970-07-29,Other,3.4339027,6.8257862,GT Bank,Unemployed,Secondary,16.0,27500.0,40000.0,0.8547278073111346,0.75,29.0625,85.03924874747254,55,60.1,4000.0,0.9090909090909091,Ogun
8a8588fd53c244bc0153c8305ea7338f,301966060,4,2017-07-06 09:25:08,2017-07-06 08:24:54,20000.0,22250.0,15,Bad,1993-12-13,Savings,-2.9799497,56.464013,Zenith Bank,Student,Graduate,3.0,10000.0,10000.0,0.8361204013377926,1.0,20.0,96.28339349781443,31,60.233333333333334,2250.0,0.898876404494382,Outside Nigeria
8a85895054a061920154a909b1a76c1d,301973229,12,2017-07-11 15:22:15,2017-07-11 14:22:09,30000.0,34500.0,30,Good,1970-02-26,Savings,7.4941013,8.9654194,First Bank,Permanent,None,11.0,20000.0,30000.0,0.8649477042898532,0.7272727272727273,24.545454545454547,84.19020619503314,55,60.1,4500.0,0.8695652173913043,Abuja Federal Capital Territory
8a8589b953bc23f70153c90114817143,301980705,7,2017-07-16 18:24:16,2017-07-16 17:23:03,30000.0,39000.0,60,Bad,1982-08-08,Savings,3.4179771,6.4411578,GT Bank,Permanent,None,6.0,15000.0,30000.0,0.7810816634346046,0.8333333333333334,35.0,86.99062037238484,43,61.21666666666667,9000.0,0.7692307692307693,Lagos
8a858e02578f616401579484a4963345,302002801,12,2017-07-29 22:01:27,2017-07-29 21:01:19,30000.0,34500.0,30,Bad,1979-09-24,Other,8.3232966,4.9612435,GT Bank,Self-Employed,Secondary,11.0,19090.909090909092,30000.0,0.859166260492615,0.7272727272727273,24.545454545454547,84.0128046539972,45,60.13333333333333,4500.0,0.8695652173913043,Cross River
8a858e0b5cfa2028015d092b47e27e30,301985334,2,2017-07-19 10:30:17,2017-07-19 09:30:10,10000.0,13000.0,30,Good,1982-08-08,Savings,3.4179771,6.4411578,GT Bank,Permanent,None,1.0,10000.0,10000.0,0.8695652173913043,1.0,15.0,92.77821868710438,43,60.11666666666667,3000.0,0.7692307692307693,Lagos
8a858e1556321b940156548b9ca970a6,301984218,12,2017-07-18 16:35:30,2017-07-18 15:35:23,40000.0,48000.0,60,Good,1988-03-28,Savings,3.1696445,6.6879675,Stanbic IBTC,Permanent,None,11.0,20909.090909090908,40000.0,0.879336296296689,0.8181818181818182,23.181818181818183,89.28090339743285,37,60.11666666666667,8000.0,0.8333333333333334,Ogun
8a858e195b90e512015ba0eb4eed5ef5,301964674,5,2017-07-05 11:35:38,2017-07-05 10:35:33,20000.0,24500.0,30,Good,1982-08-08,Savings,3.4179771,6.4411578,GT Bank,Permanent,None,4.0,12500.0,20000.0,0.8562555456965395,1.0,18.75,97.50346359914943,43,60.083333333333336,4500.0,0.8163265306122449,Lagos
8a858e205af28299015af50a799745c5,301994002,7,2017-07-24 18:31:35,2017-07-24 17:31:28,30000.0,39000.0,60,Good,1983-09-23,Savings,3.9628733,7.3864283,UBA,Permanent,None,6.0,15000.0,20000.0,0.813502658588519,1.0,27.5,96.50895909113656,41,60.11666666666667,9000.0,0.7692307692307693,Oyo
8a858e2e5bb57a37015bbe1b8d6d3830,301964194,3,2017-07-05 06:01:31,2017-07-05 05:01:26,10000.0,13000.0,30,Good,1982-08-08,Savings,3.4179771,6.4411578,GT Bank,Permanent,None,2.0,10000.0,10000.0,0.7692307692307693,1.0,30.0,92.76260689507573,43,60.083333333333336,3000.0,0.7692307692307693,Lagos
8a858e3559080830015923412dd84294,301972478,10,2017-07-11 07:16:04,2017-07-11 06:14:54,40000.0,44000.0,30,Good,1982-08-08,Savings,3.4179771,6.4411578,GT Bank,Permanent,None,9.0,22222.222222222223,40000.0,0.8342976604143559,1.0,30.0,97.1951031333241,43,61.166666666666664,4000.0,0.9090909090909091,Lagos
8a858e3e5b3ee747015b3f0409012b7f,301963059,5,2017-07-04 12:25:02,2017-07-04 11:24:57,30000.0,39000.0,60,Good,1985-10-22,Savings,6.785373,6.1538848,Fidelity Bank,Permanent,None,4.0,15000.0,20000.0,0.792778649921507,1.0,30.0,95.55569769056311,39,60.083333333333336,9000.0,0.7692307692307693,Anambra
8a858e4a5cac6f81015cad78a648389f,301988316,2,2017-07-20 20:56:49,2017-07-20 19:56:43,10000.0,13000.0,30,Good,1982-08-08,Savings,3.4179771,6.4411578,GT Bank,Permanent,None,1.0,10000.0,10000.0,0.7692307692307693,1.0,30.0,89.69949192837117,43,60.1,3000.0,0.7692307692307693,Lagos
8a858e575bf80f73015bfbc59df93401,301967317,3,2017-07-07 02:10:23,2017-07-07 01:10:15,10000.0,13000.0,30,Good,1982-08-08,Savings,3.4179771,6.4411578,GT Bank,Permanent,None,2.0,10000.0,10000.0,0.7692307692307693,1.0,30.0,92.76260689507573,43,60.13333333333333,3000.0,0.7692307692307693,Lagos
8a858e625c8d993a015c95e7ced318df,301993647,2,2017-07-24 15:28:18,2017-07-24 14:28:12,10000.0,13000.0,30,Good,1988-09-01,Savings,3.8485124,7.3684474,Access Bank,Permanent,None,1.0,10000.0,10000.0,0.7692307692307693,1.0,30.0,89.69949192837117,36,60.1,3000.0,0.7692307692307693,Oyo
8a858e655a047d1a015a12bb060936ff,301997062,3,2017-07-26 14:08:24,2017-07-26 13:08:17,10000.0,13000.0,30,Good,1982-08-08,Savings,3.4179771,6.4411578,GT Bank,Permanent,None,2.0,10000.0,10000.0,0.7692307692307693,0.5,30.0,67.19207076004156,43,60.11666666666667,3000.0,0.7692307692307693,Lagos
8a858e6e55c554c20155c6d8e2925c62,301984086,8,2017-07-18 15:24:31,2017-07-18 14:23:21,10000.0,13000.0,30,Good,1988-02-21,Savings,3.3562934,6.5295153,GT Bank,Unemployed,Secondary,7.0,14285.714285714286,20000.0,0.8079354720033464,0.42857142857142855,27.857142857142858,67.14660627346032,37,61.166666666666664,3000.0,0.7692307692307693,Lagos
8a858e785acd3412015acd7bdec42d4f,301965319,6,2017-07-05 18:12:38,2017-07-05 17:12:30,30000.0,34500.0,30,Good,1992-04-14,Savings,3.4575733,6.8170067,GT Bank,Permanent,None,5.0,14000.0,20000.0,0.844712827824001,1.0,21.0,97.38030121409165,33,60.13333333333333,4500.0,0.8695652173913043,Ogun
8a858e875c63d395015c74bdfd343206,302001775,2,2017-07-29 08:14:40,2017-07-29 07:14:32,10000.0,13000.0,30,Good,1996-03-28,Savings,3.1941288,6.5054402,UBA,Student,None,1.0,10000.0,10000.0,0.8695652173913043,1.0,15.0,92.77821868710438,29,60.13333333333333,3000.0,0.7692307692307693,Lagos
